idVehiculo;deposito;tipoVehiculo;motivo;turno;grua;fechaEntrada;tipoVia;via;numero;cp
ES20230831201750;ESCUADRON;3;6;2;S304;2023-08-31 20:16:00;CALLE;MARQUES DE URQUIJO;40;28005
M320230831202204;MEDIODIA 3;1;14;2;S330;2023-08-31 20:18:00;CALLE;ANOETA;54;28041
VC20230831205107;VICALVARO;1;14;2;S372;2023-08-31 20:48:00;CALLE;MOTA DEL CUERVO;36;28043
ES20230831211638;ESCUADRON;3;14;2;S358;2023-08-31 21:14:00;CALLE;GRAN VIA;52;0    
M320230831211633;MEDIODIA 3;3;14;2;S322;2023-08-31 21:15:00;CALLE;TOLOSA;6;28041
ES20230831212915;ESCUADRON;3;49;2;S367;2023-08-31 21:27:00;PLAZA;EMPERADOR CARLOS V;1;28012
PI20230831213115;PASEO IMPERIAL;3;6;2;S321;2023-08-31 21:29:00;CALLE;SALDAÑA;21;28019
ES20230831215435;ESCUADRON;3;57;2;S327;2023-08-31 21:51:00;AVENIDA;ROSALES;16;28041
ES20230831230314;ESCUADRON;1;14;3;S318;2023-08-31 23:00:00;GLORIETA;DE RUIZ JIMÉNEZ;4;28015
ES20230831230616;ESCUADRON;3;14;3;S304;2023-08-31 23:04:00;CALLE;VIA LUSITANA;3;28028
ES20230901001143;ESCUADRON;3;54;3;S300;2023-09-01 00:05:00;AVENIDA;VALDEMARIN;169;28023
VC20230901002326;VICALVARO;1;16;3;S353;2023-09-01 00:20:00;CALLE;PRINCIPE DE VERGARA;254;28016
CO20230901005943;COLON;3;44;3;S354;2023-09-01 00:55:00;CALLE;JAZMIN;38;28033
VC20230901015722;VICALVARO;1;16;3;S364;2023-09-01 01:00:00;AVENIDA;RAFAEL ALBERTI;0;28018
ES20230901015606;ESCUADRON;1;13;3;S300;2023-09-01 01:54:00;CALLE;PRINCESA;88;28008
ES20230901025856;ESCUADRON;3;13;3;S354;2023-09-01 02:55:00;CALLE;OCAÑA;0;28047
ES20230901041007;ESCUADRON;3;49;3;S353;2023-09-01 04:08:00;CALLE;PRINCESA;58;28008
VC20230901041048;VICALVARO;3;16;3;S364;2023-09-01 04:10:00;PLAZA;SAN JUAN DE LA CRUZ;;28003
ES20230901043808;ESCUADRON;3;13;3;S300;2023-09-01 04:36:00;CALLE;GRAN VIA;46;28013
CO20230901051450;COLON;3;6;3;S354;2023-09-01 05:10:00;CALLE;ANTONIO MAURA;1;28014
ES20230901051451;ESCUADRON;3;13;3;S353;2023-09-01 05:13:00;CALLE;GRAN VIA;46;28013
ES20230901053003;ESCUADRON;3;14;3;S300;2023-09-01 05:25:00;PASEO;VIRGEN DEL PUERTO;;28005
VC20230901073110;VICALVARO;3;20;1;S363;2023-09-01 07:28:00;CALLE;TALAMANCA DEL JARAMA;24;0    
VC20230901073922;VICALVARO;3;20;1;S313;2023-09-01 07:36:00;CALLE;CAÑADA REAL GALIANA;0;28052
ES20230901075915;ESCUADRON;3;13;1;S302;2023-09-01 07:57:00;CAMINO;POZUELO A A3 (GALLINERO);0;
VC20230901083948;VICALVARO;3;16;1;S318;2023-09-01 08:37:00;AUTOVIA;A 5;0;
PI20230901090257;PASEO IMPERIAL;3;7;1;S304;2023-09-01 09:02:00;CALLE;RAMON SAINZ;27;28025
VC20230901091556;VICALVARO;3;14;1;S322;2023-09-01 09:14:00;CALLE;OCTUBRE;0;28022
CO20230901091604;COLON;3;7;1;S364;2023-09-01 09:15:00;CALLE;BARCO;25;28004
CO20230901092231;COLON;3;7;1;S326;2023-09-01 09:21:00;CALLE;BARCO;20;28004
VC20230901092529;VICALVARO;3;14;1;S313;2023-09-01 09:23:00;CALLE;OCTUBRE;18;28022
PI20230901094213;PASEO IMPERIAL;3;7;1;S316;2023-09-01 09:41:00;CALLE;MADRIDEJOS;11;28026
PI20230901094532;PASEO IMPERIAL;3;33;1;S331;2023-09-01 09:44:00;RIBERA;DEL MANZANARES;13;28008
VC20230901094620;VICALVARO;3;7;1;S340;2023-09-01 09:45:00;CALLE;FUENTE DE SAN PEDRO;3;28032
CO20230901094807;COLON;3;7;1;S215;2023-09-01 09:47:00;CALLE;BARCO;22;28004
PI20230901095102;PASEO IMPERIAL;3;7;1;S327;2023-09-01 09:50:00;CALLE;MADRIDEJOS;6;28026
M320230901095619;MEDIODIA 3;3;7;1;S333;2023-09-01 09:53:00;CALLE;RESINA;30;28041
M320230901095859;MEDIODIA 3;3;7;1;S334;2023-09-01 09:58:00;CALLE;RESINA;30;28041
M320230901100356;MEDIODIA 3;3;33;1;S335;2023-09-01 10:00:00;CALLE;RIBERA MANZANARES;7;28008
VC20230901100254;VICALVARO;3;7;1;S320;2023-09-01 10:01:00;CALLE;FUENTE DE SAN PEDRO;3;28032
M320230901100701;MEDIODIA 3;3;19;1;S332;2023-09-01 10:04:00;PASEO;TALLERES;56;28021
CO20230901103557;COLON;3;7;1;S302;2023-09-01 10:35:00;AVENIDA;FILIPINAS;46;28003
CO20230901103811;COLON;3;7;1;S337;2023-09-01 10:37:00;CALLE;HERMANOS PINZON;2;28036
CO20230901104158;COLON;3;3;1;S367;2023-09-01 10:41:00;CALLE;CORBETA;7;28042
PI20230901104413;PASEO IMPERIAL;3;7;1;S328;2023-09-01 10:43:00;CALLE;ANGEL;19;28005
PI20230901105057;PASEO IMPERIAL;3;33;1;S348;2023-09-01 10:49:00;AVENIDA;MANZANARES;15;28011
PI20230901104946;PASEO IMPERIAL;3;7;1;S350;2023-09-01 10:49:00;CALLE;MADRIDEJOS;36;28026
PI20230901110202;PASEO IMPERIAL;3;46;1;S318;2023-09-01 11:01:00;CALLE;FUENTE DEL TIRO;24;28024
VC20230901110341;VICALVARO;3;7;1;S313;2023-09-01 11:02:00;CALLE;FUENTE DE SAN PEDRO;15;28032
VC20230901110753;VICALVARO;3;7;1;S305;2023-09-01 11:06:00;CALLE;FUENTE DE SAN PEDRO;2;28032
PI20230901111129;PASEO IMPERIAL;3;7;1;S333;2023-09-01 11:10:00;PASEO;TALLERES;56;28021
RE20230901113514;EL RECUERDO;1;7;1;S372;2023-09-01 11:31:00;ZONA;AEROPUERTO BARAJAS T4 SALIDAS;0;0
CO20230901113505;COLON;3;30;1;S366;2023-09-01 11:33:00;CALLE;TORROX;;28041
RE20230901114138;EL RECUERDO;3;7;1;S306;2023-09-01 11:35:00;CALLE;GABRIEL LOBO;32;28002
M320230901113840;MEDIODIA 3;3;7;1;S335;2023-09-01 11:37:00;CALLE;CAMINO PERALES;144;28041
VC20230901114112;VICALVARO;3;7;1;S322;2023-09-01 11:38:00;CALLE;LOS ANDALUCES;0;28038
M320230901114016;MEDIODIA 3;3;44;1;S334;2023-09-01 11:39:00;AVENIDA;PABLO NERUDA;59;28031
RE20230901114826;EL RECUERDO;4;33;1;S215;2023-09-01 11:44:00;CALLE;S PEDRO DE CARDEÑA;21;28033
PI20230901115619;PASEO IMPERIAL;3;46;1;S316;2023-09-01 11:55:00;CALLE;FUENTE DEL TIRO;24;28024
PI20230901120258;PASEO IMPERIAL;3;19;1;S340;2023-09-01 12:01:00;CALLE;CEFEO;SN;28019
PI20230901120351;PASEO IMPERIAL;3;33;1;S337;2023-09-01 12:03:00;RIBERA;DEL MANZANARES;21;28008
PI20230901120942;PASEO IMPERIAL;3;19;1;S328;2023-09-01 12:08:00;CALLE;SANTA SATURNINA;SN;28019
M320230901121327;MEDIODIA 3;3;34;1;S326;2023-09-01 12:12:00;CALLE;MARIA TERESA;0;28028
M320230901121457;MEDIODIA 3;3;19;1;S331;2023-09-01 12:13:00;CALLE;SANTA SATURNINA;3;28019
M320230901121624;MEDIODIA 3;3;33;1;S320;2023-09-01 12:15:00;CALLE;EMILIA BALLESTER;45;28021
PI20230901121820;PASEO IMPERIAL;3;33;1;S302;2023-09-01 12:16:00;CALLE;EMILIA BALLESTER;46;28021
ES20230901121822;ESCUADRON;3;14;1;S304;2023-09-01 12:17:00;CALLE;MARIA TUBAU;13;28050
CO20230901121940;COLON;3;6;1;S363;2023-09-01 12:18:00;AVENIDA;BRASIL;30;28020
PI20230901122300;PASEO IMPERIAL;3;7;1;S330;2023-09-01 12:22:00;CALLE;MADRIDEJOS;42;28026
ES20230901123816;ESCUADRON;3;19;1;S350;2023-09-01 12:34:00;CALLE;MARROQUINA;3;28030
ES20230901124602;ESCUADRON;3;14;1;S318;2023-09-01 12:45:00;CALLE;AMANECER;0;28025
M320230901124558;MEDIODIA 3;3;14;1;S332;2023-09-01 12:45:00;CALLE;ALBA DE TORMES;0;28025
PI20230901124810;PASEO IMPERIAL;3;19;1;S333;2023-09-01 12:47:00;CALLE;SANTA SATURNINA;3;28019
ES20230901132451;ESCUADRON;1;14;1;S372;2023-09-01 13:24:00;CAMINO;RODRIGUEZ SAN PEDRO;5;28015
PI20230901133819;PASEO IMPERIAL;3;7;1;S320;2023-09-01 13:37:00;CALLE;GEOLOGIA;12;28021
PI20230901134034;PASEO IMPERIAL;3;44;1;S334;2023-09-01 13:38:00;GLORIETA;PATINES;1;28011
PI20230901134258;PASEO IMPERIAL;3;33;1;S316;2023-09-01 13:41:00;CALLE;JUAN ESPAÑOL;10;28026
ES20230901140009;ESCUADRON;4;14;1;S335;2023-09-01 13:59:00;CALLE;BOLA;10;28013
PI20230901140234;PASEO IMPERIAL;3;19;1;S330;2023-09-01 14:00:00;CALLE;SANTA SATURNINA;SN;28019
VC20230901140236;VICALVARO;3;14;1;S322;2023-09-01 14:01:00;CALLE;DE LOPEZ DE HOYOS;27;28043
PI20230901141749;PASEO IMPERIAL;3;6;1;S327;2023-09-01 14:17:00;CALLE;DONOSO CORTES;47;28015
CO20230901142249;COLON;1;8;1;S364;2023-09-01 14:21:00;CALLE;ESPRONCEDA;43;28003
M320230901154907;MEDIODIA 3;3;14;2;S304;2023-09-01 15:36:00;CALLE;SAN JENARO;1;28021
VC20230901155236;VICALVARO;1;16;2;S350;2023-09-01 15:51:00;CALLE;ALBERTO AGUILERA;60;28015
M320230901160539;MEDIODIA 3;3;14;2;S348;2023-09-01 16:00:00;CALLE;VILLARROBLEDO;23;28045
M320230901161137;MEDIODIA 3;4;14;2;S330;2023-09-01 16:08:00;CALLE;VALLE DE TOBALINA;60;28021
CO20230901163840;COLON;3;7;2;S319;2023-09-01 16:36:00;CALLE;SANTA LEONOR;86;1456
M320230901170758;MEDIODIA 3;3;14;2;S321;2023-09-01 17:04:00;CALLE;CATEDRAL DE SANTIAGO DE COMPOSTELA;5;28054
M320230901173135;MEDIODIA 3;1;14;2;S372;2023-09-01 17:27:00;CALLE;NARCISO SERRA;0;28007
ES20230901175036;ESCUADRON;1;14;2;S310;2023-09-01 17:49:00;CALLE;CUEVAS DE ALMANZORA;13;28033
M320230901180102;MEDIODIA 3;3;14;2;S320;2023-09-01 17:57:00;CALLE;ALCOCER;30;28021
VC20230901181916;VICALVARO;3;14;2;S341;2023-09-01 18:16:00;CALLE;OMEGA;87;28032
PI20230901182523;PASEO IMPERIAL;3;44;2;S323;2023-09-01 18:23:00;CAMINO;D PERALES;23;28041
ES20230901184442;ESCUADRON;3;14;2;S358;2023-09-01 18:42:00;CALLE;ARMADA ESPAÑOLA;142;
M320230901184801;MEDIODIA 3;3;14;2;S327;2023-09-01 18:43:00;CALLE;MARINA LAVANDEIRA;4;28025
VC20230901190000;VICALVARO;3;14;2;S314;2023-09-01 18:59:00;CALLE;VICTORIA KENT;SN;28052
CO20230901191953;COLON;3;8;2;S367;2023-09-01 19:18:00;CALLE;PASEO STA MARIA DE CABEZA;49;28019
CO20230901200239;COLON;3;24;2;S319;2023-09-01 20:01:00;CALLE;RETAMA;7;28045
ES20230901200527;ESCUADRON;4;7;2;S330;2023-09-01 20:02:00;CALLE;HERMOSILLA;62;28028
ES20230901202258;ESCUADRON;3;14;2;S348;2023-09-01 20:20:00;CALLE;CEUTA;0;28039
ES20230901203135;ESCUADRON;3;49;2;S320;2023-09-01 20:29:00;AVENIDA;AVD DE OPORTO;67;28019
VC20230901205801;VICALVARO;3;46;2;S312;2023-09-01 20:56:00;PASEO;ERMITA;32;28023
PI20230901205850;PASEO IMPERIAL;3;44;2;S323;2023-09-01 20:58:00;CALLE;PERIANA;1;28041
PI20230901210408;PASEO IMPERIAL;3;22;2;S310;2023-09-01 21:01:00;ACCESO;M 30 KM 350;0;0
PI20230901211457;PASEO IMPERIAL;3;6;2;S321;2023-09-01 21:13:00;CALLE;ORENSE;7;28020
ES20230901211804;ESCUADRON;3;13;2;S334;2023-09-01 21:16:00;AVENIDA;AV ARQUEROS;0;28024
VC20230901212254;VICALVARO;3;14;2;S313;2023-09-01 21:19:00;GLORIETA;DE BUTARQUE;1;28021
VC20230901224952;VICALVARO;3;37;3;S304;2023-09-01 22:48:00;CALLE;GRAN VIA;83;28013
ES20230901231954;ESCUADRON;1;14;3;S302;2023-09-01 23:18:00;CALLE;GRAVINA;27;28004
ES20230901232246;ESCUADRON;6;54;3;S302;2023-09-01 23:20:00;CALLE;GRAVINA;27;28004
CO20230902000109;COLON;3;6;3;S354;2023-09-02 00:00:00;CALLE;ANTONIO RODRIGUEZ VILLA;12;28002
CO20230902002437;COLON;3;6;3;S358;2023-09-02 00:22:00;AVENIDA;VIRGEN DEL CARMEN;84;28033
ES20230902004710;ESCUADRON;3;14;3;S347;2023-09-02 00:45:00;PASEO;SANTA MARIA DE LA CABEZA;132;28026
CO20230902011304;COLON;3;4;3;S354;2023-09-02 01:10:00;PLAZA;MARQUES DE CERRALBO;0;28008
M320230902020122;MEDIODIA 3;3;28;3;S363;2023-09-02 01:20:00;PLAZA;ANTONIO MARIA SEGOVIA;2;28031
ES20230902015719;ESCUADRON;3;14;3;S358;2023-09-02 01:35:00;CALLE;SERRANO;20;28001
ES20230902022819;ESCUADRON;3;14;3;S302;2023-09-02 02:26:00;CALLE;CUSTA DE SAN VICENTE;4;28008
CO20230902024500;COLON;3;1;3;S369;2023-09-02 02:30:00;CALLE;VALLE INCLAN;85;28044
ES20230902031205;ESCUADRON;3;13;3;S354;2023-09-02 03:10:00;AUTOVIA;M30;KM.8;
ES20230902032846;ESCUADRON;3;14;3;S304;2023-09-02 03:26:00;ACCESO;M30;KM 8;0    
ES20230902035446;ESCUADRON;3;13;3;S347;2023-09-02 03:53:00;PLAZA;JOSE MOÑINO;1;
CO20230902042745;COLON;3;46;3;S369;2023-09-02 04:20:00;CALLE;ARIEL;11;28045
ES20230902044747;ESCUADRON;3;13;3;S358;2023-09-02 04:46:00;AVENIDA;DE ARCENTALES;0;28022
ES20230902050818;ESCUADRON;3;13;3;S354;2023-09-02 05:07:00;PASEO;EXTREMADURA;31;28024
CO20230902052719;COLON;3;13;3;S358;2023-09-02 05:25:00;CALLE;GRAN VIA;46;28013
CO20230902053208;COLON;3;13;3;S369;2023-09-02 05:25:00;AVENIDA;LOGROÑO;0;28042
CO20230902053620;COLON;4;13;3;S363;2023-09-02 05:35:00;CALLE;MERCEDES ARTEAGA;25;28019
ES20230902080429;ESCUADRON;1;13;1;S350;2023-09-02 08:02:00;PASEO;CASTELLANA;21;28046
ES20230902080850;ESCUADRON;7;13;1;S302;2023-09-02 08:07:00;CALLE;MONTERA;16;28013
CO20230902081326;COLON;3;46;1;S363;2023-09-02 08:10:00;CALLE;NUESTRA SEÑORA DE FATIMA;55;28000
ES20230902082150;ESCUADRON;1;13;1;S372;2023-09-02 08:20:00;CALLE;DE EMBAJADORES;0;28012
CO20230902085623;COLON;3;7;1;S316;2023-09-02 08:54:00;CALLE;BARQUILLO;7;28004
CO20230902085942;COLON;3;7;1;S348;2023-09-02 08:58:00;CALLE;AYERBE;0;00   
M320230902090408;MEDIODIA 3;4;7;1;S317;2023-09-02 09:02:00;PASEO;FERROVIARIOS;17;28021
ES20230902092724;ESCUADRON;3;14;1;S350;2023-09-02 09:25:00;CALLE;FERRAZ;;28008
ES20230902092734;ESCUADRON;3;49;1;S302;2023-09-02 09:26:00;CALLE;FERRAZ;0;28008
ES20230902092919;ESCUADRON;3;13;1;S331;2023-09-02 09:28:00;CALLE;CUESTA DE SAN VICENTE;;28008
ES20230902093043;ESCUADRON;3;49;1;S336;2023-09-02 09:29:00;CALLE;FERRAZ;0;28008
CO20230902101431;COLON;3;7;1;S369;2023-09-02 10:10:00;CALLE;RAFAEL SALGADO;3;28036
CO20230902101744;COLON;3;6;1;S363;2023-09-02 10:16:00;CALLE;MONTOYA;4;28029
PI20230902103304;PASEO IMPERIAL;3;7;1;S317;2023-09-02 10:30:00;PASEO;DE FERROVIARIOS;17;28021
ES20230902104046;ESCUADRON;3;13;1;S336;2023-09-02 10:39:00;CALLE;FERRAZ;0;28008
M320230902104500;MEDIODIA 3;3;7;1;S331;2023-09-02 10:42:00;CALLE;SIMCA;18;28041
VC20230902113516;VICALVARO;3;14;1;S363;2023-09-02 11:33:00;AUTOVIA;A3;0;0    
ES20230902114732;ESCUADRON;3;20;1;S322;2023-09-02 11:44:00;CAMINO;PERALES;;28041
ES20230902115022;ESCUADRON;1;14;1;S372;2023-09-02 11:49:00;CALLE;NUÑEZ DE BALBOA;19;28006
PI20230902122803;PASEO IMPERIAL;3;7;1;S317;2023-09-02 12:26:00;CALLE;MARQUES DE LEGANES;0;28004
RE20230902125457;EL RECUERDO;3;4;1;S350;2023-09-02 12:53:00;CALLE;BENITA AVILA;40;28043
ES20230902130004;ESCUADRON;3;20;1;S302;2023-09-02 12:55:00;AVENIDA;DEL PADRE PIQUER;4;28024
ES20230902130823;ESCUADRON;1;14;1;S372;2023-09-02 12:57:00;CALLE;ALCALDE LUIS MARICHALAR;;28030
VC20230902130736;VICALVARO;3;14;1;S322;2023-09-02 13:05:00;ZONA;AEROPUERTO BARAJAS T4 SALIDAS;0;0
VC20230902140858;VICALVARO;1;20;1;S372;2023-09-02 13:37:00;CALLE;MARROQUINA;10;28030
PI20230902134547;PASEO IMPERIAL;3;7;1;S331;2023-09-02 13:43:00;CALLE;LINARES;11;28025
ES20230902155423;ESCUADRON;3;13;2;S319;2023-09-02 15:52:00;CALLE;BLASA PEREZ;8;28019
CO20230902171040;COLON;3;6;2;S339;2023-09-02 17:09:00;CALLE;CAMICHI;18;0    
CO20230902171703;COLON;3;44;2;S333;2023-09-02 17:15:00;CALLE;LOPE DE RUEDA;28;28009
ES20230902172128;ESCUADRON;3;44;2;S350;2023-09-02 17:20:00;PASEO;PINTOR ROSALES;40;28008
CO20230902173957;COLON;3;44;2;S354;2023-09-02 17:35:00;CALLE;ISLA PARAGUA;08;28034
CO20230902174650;COLON;3;19;2;S319;2023-09-02 17:43:00;CALLE;BOLONIA;5;28028
VC20230902175633;VICALVARO;1;20;2;S372;2023-09-02 17:51:00;CALLE;RAMON PERZ DE AYALA;54;28038
CO20230902182447;COLON;3;44;2;S331;2023-09-02 18:22:00;CALLE;CINE;9;28024
ES20230902183155;ESCUADRON;3;44;2;S334;2023-09-02 18:30:00;CALLE;MANUEL BARTOLOME COSSIO;01;28040
VC20230902184547;VICALVARO;3;37;2;S323;2023-09-02 18:43:00;AVENIDA;DE DAROCA;301;28017
CO20230902184814;COLON;3;7;2;S354;2023-09-02 18:46:00;CALLE;SANTIAGO BERNABEU;8;28036
ES20230902185936;ESCUADRON;3;14;2;S350;2023-09-02 18:57:00;CALLE;ROBLES;0;28053
ES20230902194749;ESCUADRON;1;16;2;S372;2023-09-02 19:46:00;AUTOVIA;A 6 KM 6;SN;
ES20230902201730;ESCUADRON;3;13;2;S339;2023-09-02 20:16:00;CALLE;BOLIVAR;4;28045
CO20230902201935;COLON;3;44;2;S353;2023-09-02 20:17:00;CALLE;MANUEL BARTOLOME COSSIO;1;28040
ES20230902205355;ESCUADRON;7;8;2;S350;2023-09-02 20:52:00;CALLE;REINA;3;28004
CO20230902205506;COLON;3;6;2;S333;2023-09-02 20:53:00;CALLE;ROA;09;28044
CO20230902205626;COLON;7;54;2;S372;2023-09-02 20:54:00;CALLE;AMPARO;51;0    
ES20230902205717;ESCUADRON;7;8;2;S350;2023-09-02 20:56:00;CALLE;REINA;3;28004
ES20230902210215;ESCUADRON;1;8;2;S350;2023-09-02 21:00:00;CALLE;REINA;3;28004
PI20230902212149;PASEO IMPERIAL;3;42;2;S323;2023-09-02 21:18:00;AVENIDA;DEL  MANZANARES;218;28019
ES20230902231311;ESCUADRON;1;16;3;S302;2023-09-02 23:11:00;CALLE;CARRIL DEL CONDE;63;28043
ES20230902232650;ESCUADRON;3;13;3;S347;2023-09-02 23:23:00;CALLE;VIRGEN DE LA PAZ;3;28028
CO20230902233413;COLON;3;44;3;S304;2023-09-02 23:28:00;CALLE;MONTELEON;14;28010
VC20230903003708;VICALVARO;3;54;3;S363;2023-09-03 00:35:00;CALLE;BENJAMIN PALENCIA;0;28038
CO20230903005016;COLON;3;5;3;S304;2023-09-03 00:44:00;CALLE;PALENCIA;17;28020
ES20230903010411;ESCUADRON;3;13;3;S354;2023-09-03 01:03:00;CALLE;GOYA;0;28009
ES20230903012140;ESCUADRON;3;13;3;S358;2023-09-03 01:20:00;GLORIETA;DE MALAGA;1;28041
ES20230903024138;ESCUADRON;3;13;3;S304;2023-09-03 02:40:00;AVENIDA;MENDEZ ALVARO;0;28053
VC20230903031031;VICALVARO;3;20;3;S302;2023-09-03 03:08:00;CALLE;ARACHAVALETA;6;28000
CO20230903040135;COLON;4;53;3;S369;2023-09-03 03:45:00;CALLE;DOÑA BERENGUELA;40;28011
ES20230903035606;ESCUADRON;3;16;3;S347;2023-09-03 03:54:00;PASEO;CASTELLANA;110;28046
ES20230903035945;ESCUADRON;3;13;3;S358;2023-09-03 03:58:00;CALLE;ALCALA;169;28022
CO20230903040708;COLON;3;53;3;S363;2023-09-03 04:00:00;CALLE;DOÑA BERENGUELA;40;28011
ES20230903042822;ESCUADRON;3;13;3;S302;2023-09-03 04:27:00;VIA;CARPETANA;141;28047
ES20230903044728;ESCUADRON;3;49;3;S354;2023-09-03 04:46:00;CALLE;EL BOSCO;0;28038
VC20230903044947;VICALVARO;3;20;3;S354;2023-09-03 04:47:00;PARQUE;JUAN CARLOS I;0;28042
ES20230903050950;ESCUADRON;3;49;3;S369;2023-09-03 05:08:00;CALLE;CONVENIO;0;28053
CO20230903053141;COLON;3;13;3;S363;2023-09-03 05:15:00;CALLE;RIOS ROSAS;1;28003
CO20230903055737;COLON;3;13;3;S358;2023-09-03 05:54:00;AVENIDA;DE LA AVIACION;0;28054
CO20230903070440;ESCUADRON;3;13;3;S347;2023-09-03 07:02:00;AVENIDA;DE LA AVIACION;0;28054
PI20230903074343;PASEO IMPERIAL;3;7;1;S337;2023-09-03 07:40:00;CALLE;EMBAJADORES;FTE 4;28025
ES20230903081351;ESCUADRON;1;13;1;S302;2023-09-03 08:12:00;VIA;LUSITANA;12;28025
ES20230903084043;ESCUADRON;3;13;1;S363;2023-09-03 08:36:00;CALLE;LA CERAMICA;;28038
ES20230903084322;ESCUADRON;3;13;1;S317;2023-09-03 08:41:00;CARRETERA;M30;;
ES20230903084958;ESCUADRON;4;7;1;S327;2023-09-03 08:48:00;PLAZA;CASCORRO;2;0    
ES20230903091501;ESCUADRON;3;13;1;S348;2023-09-03 09:13:00;CALLE;ALFONSO XII;0;28008
ES20230903092550;ESCUADRON;3;49;1;S348;2023-09-03 09:21:00;CARRETERA;M30;;
ES20230903092705;ESCUADRON;3;14;1;S331;2023-09-03 09:25:00;CALLE;DEL GENERAL RICARDOS;0;28025
VC20230903092823;VICALVARO;3;14;1;S322;2023-09-03 09:26:00;CALLE;ACONCAGUA;0;28043
ES20230903094856;ESCUADRON;3;49;1;S317;2023-09-03 09:45:00;CARRETERA;M30;;
ES20230903095227;ESCUADRON;3;13;1;S302;2023-09-03 09:50:00;CARRETERA;M30;;
CO20230903100711;COLON;3;7;1;S363;2023-09-03 10:05:00;PASEO;PRADO;0;
M320230903102105;MEDIODIA 3;3;44;1;S336;2023-09-03 10:18:00;CALLE;JOSE MONTALBO;0;28019
PI20230903102548;PASEO IMPERIAL;3;7;1;S336;2023-09-03 10:23:00;PLAZA;CAMPILLO MUNDO NUEVO;0;28004
ES20230903103615;ESCUADRON;1;14;1;S372;2023-09-03 10:34:00;AVENIDA;CANILLEJAS A VICALVARO;123;28022
ES20230903103533;ESCUADRON;1;14;1;S372;2023-09-03 10:34:00;CALLE;DUQUE DE ALBA;3;28012
ES20230903105132;ESCUADRON;3;13;1;S316;2023-09-03 10:49:00;CALLE;DUQUESA DE CASTREJON;;28033
ES20230903105950;ESCUADRON;3;13;1;S331;2023-09-03 10:58:00;CALLE;CARAMUEL;0;28011
PI20230903110814;PASEO IMPERIAL;3;7;1;S316;2023-09-03 11:06:00;CALLE;RIBERA CURTIDORES;20;28005
CO20230903111131;COLON;3;12;1;S337;2023-09-03 11:10:00;PASO;DEL PRADO;0;28048
ES20230903111328;ESCUADRON;3;13;1;S348;2023-09-03 11:12:00;CALLE;BERZOSA DE LOZOYA;;28021
VC20230903115925;VICALVARO;1;20;1;S358;2023-09-03 11:55:00;CALLE;NUESTRA SEÑORA DE LA TORRE;0;28031
ES20230903121901;ESCUADRON;3;13;1;S302;2023-09-03 12:14:00;CALLE;SESEÑA;98;28024
M320230903122303;MEDIODIA 3;3;14;1;S317;2023-09-03 12:21:00;CALLE;SEPÚLVEDA;0;28011
VC20230903125246;VICALVARO;1;17;1;S372;2023-09-03 12:50:00;CALLE;ALFREDO ALEIX;31;28044
CO20230903130809;COLON;3;6;1;S322;2023-09-03 13:06:00;CALLE;LODOSA;20;28041
M320230903133923;MEDIODIA 3;3;14;1;S358;2023-09-03 13:37:00;CALLE;MONTE ULIA;4;0
PI20230903134221;PASEO IMPERIAL;3;7;1;S331;2023-09-03 13:40:00;CALLE;MENDEZ ALVARO;16;28054
PI20230903134939;PASEO IMPERIAL;3;7;1;S316;2023-09-03 13:47:00;CALLE;MENDEZ ALVARO;16;28054
PI20230903135803;PASEO IMPERIAL;3;44;1;S336;2023-09-03 13:56:00;CALLE;HERMANOS DEL MORAL;37;28017
VC20230903163432;VICALVARO;1;16;2;S372;2023-09-03 16:32:00;CALLE;O DONELL;0;28009
PI20230903174058;PASEO IMPERIAL;3;6;2;S331;2023-09-03 17:39:00;CALLE;DE PEDRO DOMINGO;11;28025
M320230903183515;MEDIODIA 3;3;14;2;S339;2023-09-03 18:33:00;CALLE;PICO MONCAYO;/V;28031
ES20230903185757;ESCUADRON;3;54;2;S354;2023-09-03 18:56:00;CALLE;DESENGAÑO;0;28015
ES20230903192158;ESCUADRON;4;6;2;S323;2023-09-03 19:17:00;CALLE;PEDRO DIEZ;44;28019
ES20230903194356;ESCUADRON;1;14;2;S372;2023-09-03 19:42:00;CALLE;VALDEVARNES;18;28039
ES20230903194521;ESCUADRON;3;13;2;S333;2023-09-03 19:44:00;PLAZA;VIRGEN DEL CASTILLO;0;28034
CO20230903194813;COLON;3;54;2;S314;2023-09-03 19:46:00;CALLE;MUELA DE SAN JUAN;3;28031
VC20230903202632;VICALVARO;3;14;2;S319;2023-09-03 20:20:00;AVENIDA;RAFAEL ALBERTI;27;28018
VC20230903203153;VICALVARO;3;46;2;S332;2023-09-03 20:25:00;CALLE;FUENTE CARRANTONA;/V;28000
PI20230903211003;PASEO IMPERIAL;3;44;2;S331;2023-09-03 21:08:00;CALLE;MONTES DE BARBANZA;20;28031
ES20230903211438;ESCUADRON;3;13;2;S332;2023-09-03 21:12:00;CALLE;MARCELINO CASTILLO;15;28047
ES20230903211657;ESCUADRON;3;14;2;S354;2023-09-03 21:14:00;CALLE;SEPÚLVEDA;0;28011
PI20230903211757;PASEO IMPERIAL;3;6;2;S333;2023-09-03 21:16:00;CALLE;DEL AMOR HERMOSO;30;28026
